-1.0153e+02,-1.7484e+03, 0.0000e+00
-8.2557e+01,-1.7174e+03, 0.0000e+00
-1.8277e+02,-1.7172e+03, 0.0000e+00
-1.4079e+02,-1.7468e+03, 0.0000e+00
-9.3970e+01,-1.6728e+03, 0.0000e+00
-1.6578e+02,-1.6851e+03, 0.0000e+00
-1.3261e+02,-1.6531e+03, 0.0000e+00
-5.1532e+02,-1.2590e+03, 0.0000e+00
-4.8169e+02,-1.2031e+03, 0.0000e+00
-5.2129e+02,-1.2173e+03, 0.0000e+00
-4.8759e+02,-1.2836e+03, 0.0000e+00
-4.7512e+02,-1.2409e+03, 0.0000e+00
-4.3761e+02,-1.2250e+03, 0.0000e+00
-4.5206e+02,-1.2812e+03, 0.0000e+00
-3.0572e+02,-8.5860e+02, 0.0000e+00
-2.7680e+02,-8.8982e+02, 0.0000e+00
-2.4032e+02,-8.7168e+02, 0.0000e+00
-2.9117e+02,-7.8681e+02, 0.0000e+00
-2.7534e+02,-8.2375e+02, 0.0000e+00
-2.5414e+02,-7.9316e+02, 0.0000e+00
-2.2755e+02,-8.3247e+02, 0.0000e+00
 7.7845e+02,-7.2663e+02, 0.0000e+00
 8.0958e+02,-7.0805e+02, 0.0000e+00
 8.5162e+02,-6.9876e+02, 0.0000e+00
 2.8718e+02,-6.5413e+02, 0.0000e+00
 3.3041e+02,-6.7027e+02, 0.0000e+00
 7.7170e+02,-6.9149e+02, 0.0000e+00
 8.1395e+02,-7.5177e+02, 0.0000e+00
 3.0302e+02,-7.1072e+02, 0.0000e+00
 2.5329e+02,-6.6495e+02, 0.0000e+00
 3.4902e+02,-6.3949e+02, 0.0000e+00
 7.8772e+02,-6.5910e+02, 0.0000e+00
 8.2745e+02,-6.5759e+02, 0.0000e+00
 2.6701e+02,-7.0199e+02, 0.0000e+00
 3.0637e+02,-6.0710e+02, 0.0000e+00
-2.6933e+02,-4.2546e+02, 0.0000e+00
-2.7042e+02,-4.6409e+02, 0.0000e+00
-2.2854e+02,-4.6183e+02, 0.0000e+00
-1.9407e+02,-4.7000e+02, 0.0000e+00
-3.5283e+02,-4.4213e+02, 0.0000e+00
-3.6589e+02,-3.9947e+02, 0.0000e+00
-3.0567e+02,-4.4955e+02, 0.0000e+00
-2.4791e+02,-3.6748e+02, 0.0000e+00
-3.2518e+02,-4.1879e+02, 0.0000e+00
-1.9810e+02,-4.3469e+02, 0.0000e+00
-1.5632e+02,-4.5621e+02, 0.0000e+00
-1.1692e+02,-4.6303e+02, 0.0000e+00
-8.1058e+01,-4.5947e+02, 0.0000e+00
-4.5743e+01,-4.5213e+02, 0.0000e+00
-8.3274e+00,-4.4349e+02, 0.0000e+00
-1.0085e+03,-3.3394e+02, 0.0000e+00
-4.8611e+02,-3.3965e+02, 0.0000e+00
-4.5434e+02,-3.7709e+02, 0.0000e+00
-4.3013e+02,-3.4455e+02, 0.0000e+00
-2.8186e+02,-3.8617e+02, 0.0000e+00
-4.0727e+02,-3.8042e+02, 0.0000e+00
-2.2906e+02,-4.1096e+02, 0.0000e+00
-2.1282e+02,-3.6229e+02, 0.0000e+00
-1.5698e+02,-3.8527e+02, 0.0000e+00
-1.2154e+02,-3.7984e+02, 0.0000e+00
-1.3456e+02,-4.2677e+02, 0.0000e+00
-6.7644e+01,-3.5124e+02, 0.0000e+00
-4.7321e+01,-4.1343e+02, 0.0000e+00
-3.3852e+01,-3.7082e+02, 0.0000e+00
-9.2256e+00,-4.0542e+02, 0.0000e+00
