-5.5561e+00,-2.1334e+00
 1.0143e+01,-1.1532e+01
 7.0954e+00, 7.7141e+00
 1.1035e+01, 6.8523e+00
-8.4410e+00,-1.2849e+01
-8.8719e+00,-1.0351e+01
 1.4142e+01,-5.0334e+00
-2.1184e+00,-9.3862e+00
-8.6670e+00, 3.9811e+00
 1.2553e+01, 3.9898e+00
-3.7587e+00, 2.2473e+00
 5.1025e+00, 7.3847e+00
 4.8624e+00,-1.8513e+00
 3.7119e-02,-6.1399e+00
-1.2553e+01, 3.6094e-01
-1.4201e+01,-9.4136e+00
-1.4356e+01, 9.1887e+00
 3.0074e+00, 5.3614e+00
-1.5115e+01, 2.6138e-01
-4.7931e+00, 1.2269e+01
-1.5073e+01,-7.8208e+00
-1.5000e+01, 2.6329e+00
 1.1614e+01,-1.1465e+00
-1.5798e+01,-5.8678e+00
 9.4709e+00,-2.8014e+00
 8.1630e+00,-4.5704e+00
 9.8046e+00, 5.2347e+00
-1.0602e+01, 4.5878e+00
 2.3590e+00,-7.9503e+00
 1.0119e+01, 1.2850e+01
 2.2825e+00, 1.9636e+00
-2.2132e+00, 7.8580e+00
 1.4259e+01, 6.2800e+00
-1.2107e+01, 8.3274e+00
-6.2622e+00,-4.3146e+00
 4.7247e+00,-7.6804e+00
-3.6777e+00,-1.7957e+00
-1.7197e+01, 4.7278e-01
 9.6043e-01, 6.9052e+00
-3.5659e+00,-1.2743e+01
-7.6739e+00,-1.0195e+00
-2.1691e+00, 1.4652e+01
-1.2599e+01, 5.6698e+00
-8.2071e-01,-3.7062e+00
-8.3714e+00, 1.7243e+00
 2.8811e-01, 1.2227e+01
-5.5772e+00,-6.1895e+00
-6.2090e+00, 1.5121e+01
 3.7427e+00, 8.3380e+00
 6.7557e+00, 3.4537e+00
 1.5501e+01,-6.3174e+00
-1.4409e+01,-1.7320e+00
 1.0060e+01,-9.0961e-01
 7.1823e+00,-1.6713e+00
-1.1257e+01, 1.1712e+01
-3.2336e-01,-9.7635e+00
 3.0039e+00, 1.6655e+01
 8.9530e+00, 7.8449e+00
 4.2899e+00,-1.8191e-01
 5.1841e+00, 1.4856e+01
 1.8019e+00, 9.7354e+00
-2.6566e+00, 1.0490e+01
 1.6725e+01, 3.9687e+00
-8.1824e+00,-6.3228e+00
-4.6904e+00,-1.1695e+01
-4.8891e+00, 8.8222e+00
-6.0573e+00, 1.0426e+01
 8.3383e+00, 1.0390e+00
-3.3078e+00,-1.4384e+01
-1.1677e+01,-5.7347e+00
 1.0814e+01,-6.6056e+00
-8.9370e-02, 2.9605e+00
-1.3010e+01,-1.1009e+01
-3.9474e-01, 1.5521e+01
 7.0478e+00, 1.1706e+01
-1.0395e+01, 1.3831e+01
 1.5898e+01, 6.2080e+00
 3.0188e+00,-1.3627e+01
 9.0353e+00,-8.5781e+00
-4.6409e+00, 1.6230e+01
 1.5134e+01, 4.7587e+00
-4.5519e+00, 5.9119e+00
-4.3178e-01,-1.1997e+01
 1.6857e+01,-2.1280e+00
 1.3380e+01, 1.0271e+01
 1.9416e+00, 1.3175e+01
-1.0643e+01, 8.7576e+00
 1.4477e+01,-9.6042e+00
-1.2495e+01,-2.1821e+00
-1.1471e+01,-1.0704e+01
-1.7407e+01,-1.4192e+00
 1.4831e+01, 9.6058e-01
-6.9547e+00, 1.1870e+01
 5.3402e+00, 1.2136e+01
 1.2478e+01,-3.1820e+00
-1.4353e+00,-7.6148e+00
 1.2237e+01, 9.2334e+00
 7.0902e-01, 1.6569e+01
-1.1887e+01, 1.7349e+00
-3.3361e+00, 4.1275e-01
 4.3494e+00,-1.5090e+01
-9.9650e+00,-6.6131e+00
-5.6568e+00,-1.3753e+01
-9.6649e+00,-2.3454e+00
 9.5556e-01,-4.8520e+00
-9.0118e-01, 8.8594e+00
 9.4270e+00,-5.9034e+00
 8.9513e+00, 1.4285e+01
-1.6949e+01,-4.3130e+00
-1.1352e+01,-1.3260e+01
 1.0963e+01, 1.1372e+01
-1.1680e+01, 9.9604e+00
-9.9532e-01, 1.6439e+00
-7.8171e+00, 7.5416e+00
 3.8554e+00, 1.2587e+01
 1.7977e+00, 8.2311e+00
 1.2910e+01, 7.0293e+00
 6.8505e+00,-1.3354e+01
-1.2672e+00,-1.7063e+01
 4.5099e+00,-1.1978e+01
-5.0783e-01, 4.9179e+00
-5.2228e+00, 7.6745e-01
 1.5077e+01,-7.9553e+00
 1.9732e+00,-1.5831e+01
-6.2317e+00,-1.6186e+01
 1.3384e+01,-1.0121e+00
 1.7278e+01, 1.3530e+00
-9.5531e+00,-1.4144e+01
-2.5403e+00, 5.2137e+00
 5.2843e+00,-1.6454e+01
-3.1250e+00, 1.2528e+01
 1.0010e+01,-1.3976e+01
 1.1343e+01, 8.3749e-01
 8.6303e+00, 9.6241e+00
 7.1381e+00,-9.4125e+00
 3.7336e+00,-3.9716e+00
